term_id,canonical_term,entry_type,object_id,resolution_class,bounded_context,object_kind,definition,do_not_confuse_with,source_refs,notes
OBJ_DEEPLINKRESOLUTIONCHECKPOINT,DeepLinkResolutionCheckpoint,object,OBJ_DEEPLINKRESOLUTIONCHECKPOINT,canonical_object,frontend_runtime,checkpoint,"`DeepLinkResolutionCheckpoint` is the only authority for deciding whether the link resolves live, morphs to recovery, or blocks. Generic route parsing is not enough; the checkpoint must prove the intent, grant, object, and lineage still agree.",,platform-frontend-blueprint.md#L3895; platform-frontend-blueprint.md#L3898; platform-frontend-blueprint.md#L3925,
OBJ_DELETIONCERTIFICATE,DeletionCertificate,object,OBJ_DELETIONCERTIFICATE,canonical_object,assurance_and_governance,witness,Explicit schema block for DeletionCertificate in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L758; phase-0-the-foundation-protocol.md#L6750; phase-9-the-assurance-ledger.md#L160; phase-9-the-assurance-ledger.md#L816,
OBJ_DEPENDENCYDEGRADATIONPROFILE,DependencyDegradationProfile,object,OBJ_DEPENDENCYDEGRADATIONPROFILE,canonical_object,booking,descriptor,DependencyDegradationProfile governs degraded fallback mode when an adapter or downstream dependency no longer supports the requested path.,,phase-4-the-booking-engine.md#L279; phase-4-the-booking-engine.md#L308; platform-runtime-and-release-blueprint.md#L49; platform-runtime-and-release-blueprint.md#L429; platform-runtime-and-release-blueprint.md#L1241; phase-cards.md#L156,
OBJ_DEPENDENCYHEALTHRECORD,DependencyHealthRecord,object,OBJ_DEPENDENCYHEALTHRECORD,canonical_object,assurance_and_governance,record,Explicit schema block for DependencyHealthRecord in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L309,
OBJ_DEPENDENCYLIFECYCLERECORD,DependencyLifecycleRecord,object,OBJ_DEPENDENCYLIFECYCLERECORD,canonical_object,platform_configuration,record,"`DependencyLifecycleRecord` turns package age into an actionable control. Admin surfaces must show not only that a dependency is old, but who owns it, when support ends, what replaces it, and whether current promotion is merely warned or fully blocked.",,platform-admin-and-config-blueprint.md#L482; phase-9-the-assurance-ledger.md#L1122; platform-admin-and-config-blueprint.md#L485,
OBJ_DEPENDENCYREGISTRYENTRY,DependencyRegistryEntry,object,OBJ_DEPENDENCYREGISTRYENTRY,canonical_object,assurance_and_governance,other,"Reuse the canonical `LegacyReferenceFinding` from `platform-admin-and-config-blueprint.md`. Assurance and standards workflows may project or filter those findings differently, but they must not redefine a second legacy-finding schema with incompatible identifiers, severity classes, or affected-scope references. Reuse the canonical `StandardsDependencyWatchlist`, `DependencyLifecycleRecord`, `PolicyCompatibilityAlert`, and `StandardsExceptionRecord` from `platform-admin-and-config-blueprint.md`. Assurance may attest, export, or alert over those contracts, but it must not fork a second standards-drift tracker with different candidate binding, blast-radius fields, exception semantics, or enforcement classes.",,phase-9-the-assurance-ledger.md#L1118,
OBJ_DESIGNCONTRACTLINTVERDICT,DesignContractLintVerdict,object,OBJ_DESIGNCONTRACTLINTVERDICT,canonical_object,foundation_identity_access,witness,Fields:,,phase-0-the-foundation-protocol.md#L3465; canonical-ui-contract-kernel.md#L54; phase-0-the-foundation-protocol.md#L3483; phase-0-the-foundation-protocol.md#L4848; phase-0-the-foundation-protocol.md#L6893; platform-frontend-blueprint.md#L1550; platform-frontend-blueprint.md#L3133; platform-frontend-blueprint.md#L3693,
OBJ_DESIGNCONTRACTPUBLICATIONBUNDLE,DesignContractPublicationBundle,object,OBJ_DESIGNCONTRACTPUBLICATIONBUNDLE,canonical_object,foundation_identity_access,bundle,Fields:,,phase-0-the-foundation-protocol.md#L3436; canonical-ui-contract-kernel.md#L49; phase-0-the-foundation-protocol.md#L3461; phase-0-the-foundation-protocol.md#L4846; phase-0-the-foundation-protocol.md#L4996; phase-0-the-foundation-protocol.md#L6893; phase-0-the-foundation-protocol.md#L9286; phase-7-inside-the-nhs-app.md#L654,
OBJ_DESIGNCONTRACTVOCABULARYTUPLE,DesignContractVocabularyTuple,object,OBJ_DESIGNCONTRACTVOCABULARYTUPLE,canonical_object,frontend_runtime,tuple,"`DesignContractVocabularyTuple` is the shared vocabulary spine for DOM state, assistive narration, Playwright assertions, and telemetry. A surface may specialize workflow meaning, but it may not rename state classes, reasons, artifact modes, breakpoint classes, selected anchors, dominant actions, or emitted event keys outside this tuple.",,canonical-ui-contract-kernel.md#L44; canonical-ui-contract-kernel.md#L47; canonical-ui-contract-kernel.md#L314; vecells-complete-end-to-end-flow.md#L18; forensic-audit-findings.md#L714,
OBJ_DESIGNTOKENEXPORTARTIFACT,DesignTokenExportArtifact,object,OBJ_DESIGNTOKENEXPORTARTIFACT,canonical_object,frontend_runtime,artifact,"`DesignTokenExportArtifact` is the canonical machine-readable export of the token graph. It carries token groups, alias edges, composite tokens, and shell-profile plus mode resolution together so shells, accessibility tooling, automation, telemetry linting, design tools, and release verification consume the same token truth.",,design-token-foundation.md#L26; platform-frontend-blueprint.md#L98; platform-frontend-blueprint.md#L1550; platform-runtime-and-release-blueprint.md#L1503; canonical-ui-contract-kernel.md#L312; design-token-foundation.md#L29; design-token-foundation.md#L43; design-token-foundation.md#L44,
OBJ_DESIGNTOKENFOUNDATION,DesignTokenFoundation,object,OBJ_DESIGNTOKENFOUNDATION,canonical_object,frontend_runtime,other,Explicit schema block for DesignTokenFoundation in platform-frontend-blueprint.md.,,platform-frontend-blueprint.md#L82; canonical-ui-contract-kernel.md#L17,
OBJ_DISPATCHADAPTERBINDING,DispatchAdapterBinding,object,OBJ_DISPATCHADAPTERBINDING,canonical_object,pharmacy,descriptor,Explicit schema block for DispatchAdapterBinding in phase-6-the-pharmacy-loop.md.,,phase-6-the-pharmacy-loop.md#L501; phase-0-the-foundation-protocol.md#L6311; phase-0-the-foundation-protocol.md#L6319; phase-0-the-foundation-protocol.md#L6359; phase-6-the-pharmacy-loop.md#L584,
OBJ_DISPATCHPROOFENVELOPE,DispatchProofEnvelope,object,OBJ_DISPATCHPROOFENVELOPE,canonical_object,pharmacy,record,"`transportAcceptanceEvidenceRefs`, `providerAcceptanceEvidenceRefs`, and `deliveryEvidenceRefs` are subordinate evidence lanes. They may widen pending confidence, contradiction handling, and operator context, but only `authoritativeProofSourceRef` may satisfy the current attempt for `live_referral_confirmed`.",,phase-6-the-pharmacy-loop.md#L509; phase-0-the-foundation-protocol.md#L6364; phase-6-the-pharmacy-loop.md#L548; phase-6-the-pharmacy-loop.md#L588; phase-6-the-pharmacy-loop.md#L595; phase-6-the-pharmacy-loop.md#L641; operations-console-frontend-blueprint.md#L277,
OBJ_DISPOSITIONBLOCKEXPLAINER,DispositionBlockExplainer,object,OBJ_DISPOSITIONBLOCKEXPLAINER,canonical_object,assurance_and_governance,other,Explicit schema block for DispositionBlockExplainer in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L755; phase-9-the-assurance-ledger.md#L816; phase-cards.md#L878,
OBJ_DISPOSITIONELIGIBILITYASSESSMENT,DispositionEligibilityAssessment,object,OBJ_DISPOSITIONELIGIBILITYASSESSMENT,canonical_object,assurance_and_governance,record,Explicit schema block for DispositionEligibilityAssessment in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L749; phase-9-the-assurance-ledger.md#L766; phase-9-the-assurance-ledger.md#L812; phase-9-the-assurance-ledger.md#L815; governance-admin-console-frontend-blueprint.md#L1376; governance-admin-console-frontend-blueprint.md#L1378; governance-admin-console-frontend-blueprint.md#L1381; phase-cards.md#L878,
OBJ_DISPOSITIONJOB,DispositionJob,object,OBJ_DISPOSITIONJOB,canonical_object,assurance_and_governance,other,Explicit schema block for DispositionJob in phase-9-the-assurance-ledger.md.,,phase-9-the-assurance-ledger.md#L752; phase-9-the-assurance-ledger.md#L766; phase-9-the-assurance-ledger.md#L813; governance-admin-console-frontend-blueprint.md#L1378,
OBJ_DOCUMENTATIONCONTEXTSNAPSHOT,DocumentationContextSnapshot,object,OBJ_DOCUMENTATIONCONTEXTSNAPSHOT,canonical_object,assistive,record,Explicit schema block for DocumentationContextSnapshot in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L492; phase-8-the-assistive-layer.md#L515,
OBJ_DOMINANTACTIONHIERARCHY,DominantActionHierarchy,object,OBJ_DOMINANTACTIONHIERARCHY,canonical_object,frontend_runtime,other,"`DominantActionHierarchy` prevents CTA drift. It defines the single dominant action for the shell and route family, the legal supporting actions, the order in which blockers may preempt them, and the quiet return action after settlement or recovery.",,platform-frontend-blueprint.md#L3658; platform-frontend-blueprint.md#L299; platform-frontend-blueprint.md#L1700; platform-frontend-blueprint.md#L3577; platform-frontend-blueprint.md#L3661; platform-frontend-blueprint.md#L3676,
OBJ_DRAFTCONTINUITYEVIDENCEPROJECTION,DraftContinuityEvidenceProjection,object,OBJ_DRAFTCONTINUITYEVIDENCEPROJECTION,canonical_object,unknown,projection,"`DraftContinuityEvidenceProjection` binds autosave, resume, and rebind posture to the assurance spine. The shell may preserve local unsynced text and anchor continuity on local state alone, but it may not show authoritative `saved`, writable resume, or quiet recovery posture unless the current `ExperienceContinuityControlEvidence` still validates the same draft lineage, route family, selected-anchor tuple, and session-bound shell under the same live publication tuple.",,phase-1-the-red-flag-gate.md#L190; phase-0-the-foundation-protocol.md#L5290; phase-1-the-red-flag-gate.md#L193; phase-1-the-red-flag-gate.md#L204; phase-2-identity-and-echoes.md#L276; phase-2-identity-and-echoes.md#L515; phase-7-inside-the-nhs-app.md#L397; ux-quiet-clarity-redesign.md#L245,Projection objects summarize authoritative truth and must never be mistaken for owning aggregates.
OBJ_DRAFTMERGEPLAN,DraftMergePlan,object,OBJ_DRAFTMERGEPLAN,canonical_object,unknown,other,Explicit schema block for DraftMergePlan in phase-1-the-red-flag-gate.md.,,phase-1-the-red-flag-gate.md#L184; phase-1-the-red-flag-gate.md#L208,
OBJ_DRAFTMUTATIONRECORD,DraftMutationRecord,object,OBJ_DRAFTMUTATIONRECORD,canonical_object,unknown,record,Explicit schema block for DraftMutationRecord in phase-1-the-red-flag-gate.md.,,phase-1-the-red-flag-gate.md#L178; phase-1-the-red-flag-gate.md#L203; phase-1-the-red-flag-gate.md#L263,
OBJ_DRAFTNOTEARTIFACT,DraftNoteArtifact,object,OBJ_DRAFTNOTEARTIFACT,canonical_object,assistive,artifact,Explicit schema block for DraftNoteArtifact in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L495; phase-8-the-assistive-layer.md#L194,
OBJ_DRAFTRECOVERYRECORD,DraftRecoveryRecord,object,OBJ_DRAFTRECOVERYRECORD,canonical_object,unknown,record,Explicit schema block for DraftRecoveryRecord in phase-1-the-red-flag-gate.md.,,phase-1-the-red-flag-gate.md#L187; phase-1-the-red-flag-gate.md#L220; phase-1-the-red-flag-gate.md#L223,
OBJ_DRAFTSAVESETTLEMENT,DraftSaveSettlement,object,OBJ_DRAFTSAVESETTLEMENT,canonical_object,unknown,settlement,Explicit schema block for DraftSaveSettlement in phase-1-the-red-flag-gate.md.,,phase-1-the-red-flag-gate.md#L181; phase-1-the-red-flag-gate.md#L204; phase-1-the-red-flag-gate.md#L223; phase-1-the-red-flag-gate.md#L245,
OBJ_DRAFTSECTION,DraftSection,object,OBJ_DRAFTSECTION,canonical_object,assistive,other,Explicit schema block for DraftSection in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L498,
OBJ_DRAFTSESSIONLEASE,DraftSessionLease,object,OBJ_DRAFTSESSIONLEASE,canonical_object,unknown,lease,Explicit schema block for DraftSessionLease in phase-1-the-red-flag-gate.md.,,phase-1-the-red-flag-gate.md#L175; phase-0-the-foundation-protocol.md#L5102; phase-1-the-red-flag-gate.md#L198; phase-1-the-red-flag-gate.md#L218; phase-1-the-red-flag-gate.md#L514; phase-2-identity-and-echoes.md#L515; phase-cards.md#L269; phase-cards.md#L292,
OBJ_DRIFTSIGNAL,DriftSignal,object,OBJ_DRIFTSIGNAL,canonical_object,assistive,event_contract,Explicit schema block for DriftSignal in phase-8-the-assistive-layer.md.,,phase-8-the-assistive-layer.md#L925,
OBJ_DUPLICATECLUSTER,DuplicateCluster,object,OBJ_DUPLICATECLUSTER,canonical_object,foundation_identity_access,aggregate,Fields:,,phase-0-the-foundation-protocol.md#L1364; phase-0-the-foundation-protocol.md#L4923; phase-3-the-human-checkpoint.md#L77; phase-3-the-human-checkpoint.md#L452; phase-cards.md#L136; phase-cards.md#L205; phase-cards.md#L433; forensic-audit-findings.md#L35,
OBJ_DUPLICATEPAIREVIDENCE,DuplicatePairEvidence,object,OBJ_DUPLICATEPAIREVIDENCE,canonical_object,foundation_identity_access,other,Fields:,,phase-0-the-foundation-protocol.md#L1397; phase-0-the-foundation-protocol.md#L4924; phase-0-the-foundation-protocol.md#L5164; phase-0-the-foundation-protocol.md#L5189; phase-0-the-foundation-protocol.md#L5192; phase-0-the-foundation-protocol.md#L5914; phase-0-the-foundation-protocol.md#L6829; phase-0-the-foundation-protocol.md#L6876,
OBJ_DUPLICATERESOLUTIONDECISION,DuplicateResolutionDecision,object,OBJ_DUPLICATERESOLUTIONDECISION,canonical_object,foundation_identity_access,record,Fields:,,phase-0-the-foundation-protocol.md#L1431; phase-0-the-foundation-protocol.md#L1394; phase-0-the-foundation-protocol.md#L4925; phase-0-the-foundation-protocol.md#L5914; phase-0-the-foundation-protocol.md#L5915; phase-0-the-foundation-protocol.md#L6829; phase-0-the-foundation-protocol.md#L6876; phase-1-the-red-flag-gate.md#L513,
OBJ_DUPLICATEREVIEWSNAPSHOT,DuplicateReviewSnapshot,object,OBJ_DUPLICATEREVIEWSNAPSHOT,canonical_object,triage_human_checkpoint,record,"`DuplicateReviewSnapshot` is the review-safe read model for duplicate work. It must summarize why the platform suspects retry, same-request continuation, same-episode linkage, or separation, and it must point to the current `DuplicateResolutionDecision` rather than asking reviewers to infer the winning relation from raw scores or timeline coincidence.",,phase-3-the-human-checkpoint.md#L79; phase-3-the-human-checkpoint.md#L82; phase-3-the-human-checkpoint.md#L111; phase-3-the-human-checkpoint.md#L228,
