transition_id,machine_id,canonical_name,machine_family,phase_tags,state_axis_type,from_state,to_state,trigger,coordinator_owned,guards,authoritative_proofs,related_objects,degraded_posture,closure_blocker_interactions,source_refs,notes
SM_RESILIENCE_SURFACE_BINDING__LIVE__DIAGNOSTIC_ONLY,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,assurance_governance,phase_9_assurance_ledger,publication,live,diagnostic_only,Trust or publication posture narrows the resilience board to diagnostic evidence only.,no,ReleaseTrustFreezeVerdict.surfaceAuthorityState = diagnostic_only or evidence pack admissibility is stale,ResilienceSurfaceRuntimeBinding(bindingState = diagnostic_only); RecoveryControlPosture(postureState = diagnostic_only),RecoveryControlPosture; RecoveryEvidencePack,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RESILIENCE_SURFACE_BINDING__DIAGNOSTIC_ONLY__RECOVERY_ONLY,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,assurance_governance,phase_9_assurance_ledger,publication,diagnostic_only,recovery_only,Active freeze or tuple drift allows only bounded recovery posture.,no,bindingTupleHash no longer matches current resilience tuple,ResilienceSurfaceRuntimeBinding(bindingState = recovery_only); ReleaseRecoveryDisposition,RecoveryControlPosture; ReleaseRecoveryDisposition,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RESILIENCE_SURFACE_BINDING__DIAGNOSTIC_ONLY__LIVE,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,assurance_governance,phase_9_assurance_ledger,publication,diagnostic_only,live,"Evidence pack admissibility, publication, and trust posture are restored on the same tuple.",no,latestRecoveryEvidencePackRef.packState = current; bindingTupleHash matches current OperationalReadinessSnapshot.resilienceTupleHash,ResilienceSurfaceRuntimeBinding(bindingState = live); RecoveryControlPosture(postureState = live_control),RecoveryControlPosture; RecoveryEvidencePack,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RESILIENCE_SURFACE_BINDING__RECOVERY_ONLY__BLOCKED,SM_RESILIENCE_SURFACE_BINDING,ResilienceSurfaceRuntimeBinding.bindingState,assurance_governance,phase_9_assurance_ledger,publication,recovery_only,blocked,Current resilience scope can no longer legally expose even bounded recovery controls.,no,release or trust posture blocks the active surface entirely,ResilienceSurfaceRuntimeBinding(bindingState = blocked); ReleaseRecoveryDisposition,ReleaseRecoveryDisposition,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RECOVERY_CONTROL_POSTURE__LIVE_CONTROL__DIAGNOSTIC_ONLY,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,assurance_governance,phase_9_assurance_ledger,trust,live_control,diagnostic_only,"Publication, trust, or exercise freshness no longer supports live control.",no,restore/failover/chaos freshness is stale or expired but diagnostic evidence remains safe,RecoveryControlPosture(postureState = diagnostic_only),RecoveryEvidencePack; OperationalReadinessSnapshot,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RECOVERY_CONTROL_POSTURE__DIAGNOSTIC_ONLY__GOVERNED_RECOVERY,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,assurance_governance,phase_9_assurance_ledger,trust,diagnostic_only,governed_recovery,Current posture narrows to bounded recovery operations only.,no,Some but not all recovery actions remain safe under the current tuple,RecoveryControlPosture(postureState = governed_recovery); ReleaseRecoveryDisposition,ReleaseRecoveryDisposition,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RECOVERY_CONTROL_POSTURE__DIAGNOSTIC_ONLY__LIVE_CONTROL,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,assurance_governance,phase_9_assurance_ledger,trust,diagnostic_only,live_control,"Current evidence pack, publication, and readiness tuple again support live resilience controls.",no,evidencePackAdmissibilityState = exact; binding tuple remains current,RecoveryControlPosture(postureState = live_control); RecoveryEvidencePack(packState = current),RecoveryEvidencePack,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_RECOVERY_CONTROL_POSTURE__GOVERNED_RECOVERY__BLOCKED,SM_RECOVERY_CONTROL_POSTURE,RecoveryControlPosture.postureState,assurance_governance,phase_9_assurance_ledger,trust,governed_recovery,blocked,No legal operator control remains under the current tuple.,no,blockerRefs still prevent all allowedActionRefs,RecoveryControlPosture(postureState = blocked),ReleaseTrustFreezeVerdict,,,"phase-9-the-assurance-ledger.md#9F Resilience architecture, restore orchestration, and chaos programme",
SM_CROSS_PHASE_SCORECARD__BLOCKED__STALE,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,assurance_governance,phase_9_assurance_ledger; cross_phase,other,blocked,stale,"Required rows exist but some planning, verification, runtime, or continuity proof is still stale or partial.",no,PhaseConformanceRow rows exist for the claimed scope,PhaseConformanceRow(rowState = stale | exact); CrossPhaseConformanceScorecard(scorecardState = stale),PhaseConformanceRow,,,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate",
SM_CROSS_PHASE_SCORECARD__STALE__EXACT,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,assurance_governance,phase_9_assurance_ledger; cross_phase,other,stale,exact,"Every required row is exact and the scorecard hash still matches the current planning, verification, runtime, continuity, and end-state proof tuples.",no,"summaryAlignmentState, contractAdoptionState, verificationCoverageState, operationalProofState, and endStateProofState are all exact",CrossPhaseConformanceScorecard(scorecardState = exact); GovernanceContinuityEvidenceBundle,PhaseConformanceRow; GovernanceContinuityEvidenceBundle; ExperienceContinuityControlEvidence,,,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate; forensic-audit-findings.md#Finding 103 - Governance compliance review still omitted continuity-evidence bundles",
SM_CROSS_PHASE_SCORECARD__EXACT__STALE,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,assurance_governance,phase_9_assurance_ledger; cross_phase,other,exact,stale,"Any planning summary, runtime publication tuple, continuity proof set, or end-state proof drifts out of exact alignment.",no,One or more required rows fall to stale,PhaseConformanceRow(rowState = stale); CrossPhaseConformanceScorecard(scorecardState = stale),PhaseConformanceRow; GovernanceContinuityEvidenceBundle,,,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate",
SM_CROSS_PHASE_SCORECARD__STALE__BLOCKED,SM_CROSS_PHASE_SCORECARD,CrossPhaseConformanceScorecard.scorecardState,assurance_governance,phase_9_assurance_ledger; cross_phase,other,stale,blocked,"A required proof, verification scenario, runtime publication tuple, or continuity bundle is missing or contradictory.",no,Any required rowState falls to blocked,PhaseConformanceRow(rowState = blocked); CrossPhaseConformanceScorecard(scorecardState = blocked),PhaseConformanceRow; RuntimePublicationBundle; GovernanceContinuityEvidenceBundle,,,"phase-9-the-assurance-ledger.md#9I Full-program exercises, BAU transfer, and formal exit gate",
